CSAFP,CBSAFP,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,id,tile_name,h_min,h_max,v_min,v_max,msa_area (m2)
472,49700,310M200US49700,49700,"Yuba City, CA",M1,3197220091,46732645,851,h002v007;h002v008;h003v007;h003v008,2,3,7,8,3243973500.0
162,15980,310M200US15980,15980,"Cape Coral-Fort Myers, FL",M1,2031443679,1108606586,852,h026v018,26,26,18,18,2301746400.0
545,28620,310M200US28620,28620,"Kill Devil Hills, NC",M2,2000239990,3585799713,853,h028v011;h029v011,28,29,11,11,2129090400.0
174,19420,310M200US19420,19420,"Dayton, TN",M2,816823020,54463362,854,h023v012,23,23,12,12,871341300.0
264,29380,310M200US29380,29380,"Lake City, FL",M2,2065626671,9773963,855,h025v015;h025v016,25,25,15,16,2075526000.0
,20940,310M200US20940,20940,"El Centro, CA",M1,10817378445,790204917,856,h004v013;h005v013,4,5,13,13,11606553900.0
,26700,310M200US26700,26700,"Huron, SD",M2,3260033444,15817538,857,h015v006;h016v006,15,16,6,6,3275862300.0
,31380,310M200US31380,31380,"Macomb, IL",M2,1526558088,2012555,858,h019v008;h019v009;h020v008;h020v009,19,20,8,9,1528443900.0
,47980,310M200US47980,47980,"Watertown, SD",M2,1782118019,75327853,859,h016v005,16,16,5,5,1857505500.0
198,32020,310M200US32020,32020,"Marion, OH",M2,1045726876,908577,860,h024v008,24,24,8,8,1046669400.0
368,22620,310M200US22620,22620,"Forrest City, AR",M2,1644111375,20049932,861,h020v013,20,20,13,13,1664082900.0
,16260,310M200US16260,16260,"Cedar City, UT",M2,8537573733,11390956,862,h006v009;h006v010;h007v009;h007v010,6,7,9,10,8549136000.0
545,47260,310M200US47260,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",M1,6972345097,3214108085,863,h028v010;h028v011;h029v011,28,29,10,11,7567635600.0
280,25860,310M200US25860,25860,"Hickory-Lenoir-Morganton, NC",M1,4240788334,75209737,864,h025v011;h025v012;h026v011;h026v012,25,26,11,12,4316030100.0
,36580,310M200US36580,36580,"Oneonta, NY",M2,2594415308,36387176,865,h028v006,28,28,6,6,2630737800.0
422,19660,310M200US19660,19660,"Deltona-Daytona Beach-Ormond Beach, FL",M1,4109094861,1079325613,866,h026v016;h026v017;h027v017,26,27,16,17,4593506400.0
462,40340,310M200US40340,40340,"Rochester, MN",M1,6415950960,74793849,867,h018v006;h019v006,18,19,6,6,6490971900.0
358,31740,310M200US31740,31740,"Manhattan, KS",M1,3757549512,85639947,868,h016v009;h016v010;h017v009;h017v010,16,17,9,10,3843694800.0
,16820,310M200US16820,16820,"Charlottesville, VA",M1,5759372808,45545340,869,h026v010;h027v009;h027v010,26,27,9,10,5804890200.0
348,37100,310M200US37100,37100,"Oxnard-Thousand Oaks-Ventura, CA",M1,4773381391,945947791,870,h002v011;h002v012;h003v011;h003v012,2,3,11,12,4810916700.0
,41740,310M200US41740,41740,"San Diego-Carlsbad, CA",M1,10895227071,826282961,871,h003v012;h003v013;h004v012;h004v013,3,4,12,13,11032275600.0
,45460,310M200US45460,45460,"Terre Haute, IN",M1,3794391201,51269526,872,h021v009;h021v010;h022v009;h022v010,21,22,9,10,3846086100.0
336,40080,310M200US40080,40080,"Richmond-Berea, KY",M2,1952453473,19442078,873,h023v010;h023v011;h024v010;h024v011,23,24,10,11,1972732500.0
422,45540,310M200US45540,45540,"The Villages, FL",M1,1417596662,84144128,874,h025v017;h026v017,25,26,17,17,1502130600.0
348,40140,310M200US40140,40140,"Riverside-San Bernardino-Ontario, CA",M1,70612017093,374752982,875,h003v012;h004v011;h004v012;h004v013;h005v011;h005v012;h005v013;h006v012,3,6,11,13,70988955300.0
,42540,310M200US42540,42540,"Scranton--Wilkes-Barre--Hazleton, PA",M1,4523197900,77170603,876,h027v007;h028v007,27,28,7,7,4600899000.0
176,16980,310M200US16980,16980,"Chicago-Naperville-Elgin, IL-IN-WI",M1,18640180253,6168195319,877,h020v007;h020v008;h021v007;h021v008;h022v008,20,22,7,8,18922034700.0
,33300,310M200US33300,33300,"Milledgeville, GA",M2,1889880381,42487922,878,h024v013;h024v014;h025v013;h025v014,24,25,13,14,1932590700.0
425,37620,310M200US37620,37620,"Parkersburg-Vienna, WV",M1,1550810383,33050972,879,h025v009,25,25,9,9,1584126900.0
,21120,310M200US21120,21120,"Elk City, OK",M2,2335665265,5527154,880,h014v012;h014v013;h015v012;h015v013,14,15,12,13,2341332000.0
522,30660,310M200US30660,30660,"Lincoln, IL",M2,1600758860,2252736,881,h020v009,20,20,9,9,1603090800.0
536,35700,310M200US35700,35700,"Nogales, AZ",M2,3203593349,3088047,882,h007v014;h007v015;h008v014;h008v015,7,8,14,15,3207149100.0
,23660,310M200US23660,23660,"Galesburg, IL",M2,1855506549,8834348,883,h020v008,20,20,8,8,1864451700.0
318,36660,310M200US36660,36660,"Opelousas, LA",M2,2392904510,39047412,884,h019v016,19,19,16,16,2431989000.0
,44940,310M200US44940,44940,"Sumter, SC",M1,1722537600,44054050,885,h026v013,26,26,13,13,1766885400.0
,22140,310M200US22140,22140,"Farmington, NM",M1,14279077920,65425890,886,h009v011;h009v012;h010v011;h010v012,9,10,11,12,14345236800.0
372,36220,310M200US36220,36220,"Odessa, TX",M1,2325094451,10597923,887,h012v015;h013v015,12,13,15,15,2335284000.0
277,44420,310M200US44420,44420,"Staunton-Waynesboro, VA",M1,2595236023,10536056,888,h026v009;h026v010;h027v009;h027v010,26,27,9,10,2605486500.0
,40460,310M200US40460,40460,"Rockingham, NC",M2,1227298020,15684085,889,h026v012;h027v012,26,27,12,12,1243078200.0
274,24780,310M200US24780,24780,"Greenville, NC",M1,1687873422,8114836,890,h027v011;h028v011,27,28,11,11,1695817800.0
,25060,310M200US25060,25060,"Gulfport-Biloxi-Pascagoula, MS",M1,4586197020,2098192459,891,h021v016,21,21,16,16,4719348000.0
380,33660,310M200US33660,33660,"Mobile, AL",M1,3184121204,1073852495,892,h021v015;h021v016;h022v015;h022v016,21,22,15,16,3285869400.0
,22380,310M200US22380,22380,"Flagstaff, AZ",M1,48222080889,110096951,893,h006v011;h006v012;h007v010;h007v011;h007v012;h007v013;h008v011;h008v012;h008v013,6,8,10,13,48332547000.0
,12940,310M200US12940,12940,"Baton Rouge, LA",M1,10429567733,456494780,894,h019v016;h020v016,19,20,16,16,10886583600.0
,21700,310M200US21700,21700,"Eureka-Arcata-Fortuna, CA",M2,9241007147,1254299668,895,h001v006;h001v007;h002v006,1,2,6,7,9351954000.0
190,17860,310M200US17860,17860,"Columbia, MO",M1,1775513856,14289182,896,h019v010,19,19,10,10,1789840800.0
521,44140,310M200US44140,44140,"Springfield, MA",M1,2964007223,90781029,897,h029v006;h030v006,29,30,6,6,3054744000.0
,42740,310M200US42740,42740,"Sedalia, MO",M2,1766949637,10503983,898,h018v010,18,18,10,10,1777591800.0
,48540,310M200US48540,48540,"Wheeling, WV-OH",M1,2443371418,49371807,899,h025v008;h025v009,25,25,8,9,2492653500.0
,44500,310M200US44500,44500,"Stephenville, TX",M2,2805141640,17445013,900,h015v015,15,15,15,15,2822378400.0
412,11580,310M200US11580,11580,"Arcadia, FL",M2,1649970328,6247257,901,h026v018,26,26,18,18,1655293500.0
198,15740,310M200US15740,15740,"Cambridge, OH",M2,1352631185,15666075,902,h025v008;h025v009,25,25,8,9,1368315000.0
338,46780,310M200US46780,46780,"Van Wert, OH",M2,1059698928,3281853,903,h023v008,23,23,8,8,1063119600.0
,27100,310M200US27100,27100,"Jackson, MI",M1,1817308302,56538564,904,h023v007,23,23,7,7,1873809000.0
,11620,310M200US11620,11620,"Ardmore, OK",M2,2129427858,30013356,905,h016v013,16,16,13,13,2159421300.0
332,37220,310M200US37220,37220,"Pahrump, NV",M2,47091002405,43207981,906,h004v008;h004v009;h004v010;h005v008;h005v009;h005v010;h005v011;h006v009,4,6,8,11,47127626100.0
360,31900,310M200US31900,31900,"Mansfield, OH",M1,1282720855,12470884,907,h024v008,24,24,8,8,1295335800.0
212,46500,310M200US46500,46500,"Urbana, OH",M2,1110247662,3015668,908,h023v008;h023v009;h024v008;h024v009,23,24,8,9,1113350400.0
,45700,310M200US45700,45700,"Tifton, GA",M2,675661214,20499404,909,h024v015;h025v015,24,25,15,15,696280500.0
534,38840,310M200US38840,38840,"Port Clinton, OH",M2,660275590,855031761,910,h024v007,24,24,7,7,695093400.0
430,35260,310M200US35260,35260,"New Castle, PA",M2,927644464,11783868,911,h025v007;h025v008,25,25,7,8,939487500.0
,32140,310M200US32140,32140,"Marshall, MN",M2,1850698941,18410959,912,h017v006,17,17,6,6,1869065100.0
148,39300,310M200US39300,39300,"Providence-Warwick, RI-MA",M1,4110362048,1681136832,913,h030v006,30,30,6,6,4374738900.0
,24460,310M200US24460,24460,"Great Bend, KS",M2,2319076868,13555398,914,h015v010,15,15,10,10,2332801800.0
456,16180,310M200US16180,16180,"Carson City, NV",M1,374669606,32587484,915,h003v008,3,3,8,8,407284200.0
466,23300,310M200US23300,23300,"Freeport, IL",M2,1462175613,1385929,916,h020v007,20,20,7,7,1463246100.0
176,28100,310M200US28100,28100,"Kankakee, IL",M1,1752310524,12413735,917,h021v008,21,21,8,8,1764380700.0
512,46820,310M200US46820,46820,"Vermillion, SD",M2,1067562649,13071014,918,h016v007,16,16,7,7,1080619200.0
,36820,310M200US36820,36820,"Oskaloosa, IA",M2,1478527868,6564804,919,h018v008;h019v008,18,19,8,8,1485066600.0
424,32460,310M200US32460,32460,"Mayfield, KY",M2,1429026036,13047565,920,h021v011,21,21,11,11,1442012400.0
350,31500,310M200US31500,31500,"Madison, IN",M2,934033344,5844616,921,h023v009;h023v010,23,23,9,10,940294800.0
360,11740,310M200US11740,11740,"Ashland, OH",M2,1095437930,9969085,922,h024v008,24,24,8,8,1105535700.0
232,20740,310M200US20740,20740,"Eau Claire, WI",M1,4263832586,104078617,923,h019v005;h019v006,19,19,5,6,4368122100.0
,27160,310M200US27160,27160,"Jackson, OH",M2,1088581966,3184785,924,h024v009,24,24,9,9,1091535300.0
296,18660,310M200US18660,18660,"Cortland, NY",M2,1291815778,7112822,925,h027v006,27,27,6,6,1298938500.0
220,11460,310M200US11460,11460,"Ann Arbor, MI",M1,1828433678,42623578,926,h023v007,23,23,7,7,1871040600.0
122,23580,310M200US23580,23580,"Gainesville, GA",M1,1017306098,94561948,927,h024v013,24,24,13,13,1111913100.0
212,44220,310M200US44220,44220,"Springfield, OH",M1,1029469370,13070242,928,h023v009;h024v009,23,24,9,9,1042634700.0
358,27920,310M200US27920,27920,"Junction City, KS",M2,996162685,51451918,929,h016v010,16,16,10,10,1047691800.0
